"","geneSymbol","TranscriptID","moduleColor","KEGG_ID","Protein_name","gene_length","GO.terms","GS.HHM","p.GS.HHM","MM.red","p.MM.red","MM.blue","p.MM.blue","MM.cyan","p.MM.cyan","MM.tan","p.MM.tan","MM.turquoise","p.MM.turquoise","MM.greenyellow","p.MM.greenyellow","MM.black","p.MM.black","MM.magenta","p.MM.magenta","MM.salmon","p.MM.salmon","MM.brown","p.MM.brown","MM.purple","p.MM.purple","MM.green","p.MM.green"
"XM_022487843.1","LOC111136749","XM_022487843.1","salmon","crg:105321424"," 39S ribosomal protein L43, mitochondrial-like",190,"GO:0003735;GO:0005840;GO:0006412;GO:0042254",0.410692233362457,0.238421266427788,-0.374591289886283,0.286204366277931,0.0298381026108501,0.93478723094745,0.378484994802059,0.280820368606386,-0.550139293444378,0.0994184846390507,0.239134404558845,0.505795064953739,0.163829619966583,0.651087690968688,-0.217583397428595,0.545936789318266,-0.194495360181434,0.590273830543466,0.410108999150837,0.23915491752989,-0.059511036330162,0.870279671285401,0.161064644249216,0.656669756677282,-0.427567639613293,0.217743661563019
"XM_022456813.1","LOC111117651","XM_022456813.1","salmon","crg:105320041"," phosphatidylinositol-glycan biosynthesis class X protein-like",234,"GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0009058",-0.410234639770518,0.238996766952974,0.689495432599942,0.0273882064531551,-0.862525062214316,0.00131936808521766,-0.130882581004995,0.718548637889915,-0.333254001113557,0.346715400113085,0.574241503101141,0.0825474822908229,0.156204549525708,0.66651856903537,-0.456422510857368,0.184860816165937,0.149117325011083,0.680962839525098,0.84826378998978,0.00192301757418442,-0.179786579901672,0.619184390143679,0.596102917593577,0.0689473028580766,-0.341973433740501,0.333448853193727
"XM_022483281.1","LOC111134340","XM_022483281.1","salmon","crg:105345451"," dolichol-phosphate mannosyltransferase subunit 1-like",144,"GO:0003674",-0.409059174419078,0.24047868578167,0.561874388995241,0.0909537153006456,-0.489655384412181,0.150857768660093,0.311450486874977,0.381031439775198,-0.525222028342982,0.119003886418075,0.196534886632582,0.586304695413268,0.427677089718166,0.217613028761579,-0.222380032651954,0.536894945984398,0.268176160004247,0.453765190932998,0.690150190103511,0.0271819622024211,-0.0203677031754332,0.955464127778973,0.619801036241596,0.0559567079835345,-0.0538910719955833,0.882455056050379
"XM_022486680.1","LOC111136083","XM_022486680.1","salmon","crg:105333134"," transducin beta-like protein 2",459,"GO:0003674",-0.403566615517749,0.247471318044655,0.64643470556215,0.0434187539207871,-0.894331952008923,0.000479282870698978,-0.125013481910171,0.730766925028388,-0.287926345768236,0.419829816631879,0.69791242753277,0.0248173248732118,0.0329957219947506,0.927900388436303,-0.411705325427991,0.237149909095443,0.210729122128172,0.558960586707941,0.881504110735344,0.000745864663526364,-0.10475692277408,0.773342474854925,0.657039714490183,0.0390025954415837,-0.490639492141754,0.149913681089218
"XM_022433727.1","LOC111101285","XM_022433727.1","salmon","crg:105332977"," temptin-like",131,"",0.402636594084931,0.248666432753898,-0.147715808826776,0.683830488172736,-0.106149237992313,0.77039726839233,0.50329280545743,0.138094507881356,-0.710708140747799,0.0212341268408753,0.285360180019382,0.42417018928119,0.333732933065247,0.34597985761841,-0.275872135466287,0.440397881554615,-0.305701090872765,0.390346772645132,0.592799130625393,0.0709013082124122,-0.0370042565722706,0.919163939394751,0.325937681453073,0.358050006301149,-0.472504679404716,0.167890145820811
"XR_002634986.1",NA,NA,"salmon",NA,NA,NA,NA,-0.400378325495722,0.251581750987358,0.622214078359026,0.0547327647168468,-0.787927501553906,0.00679033928696799,-0.52356018072209,0.120389297314286,-0.136662390797156,0.706572084716438,0.509400213913844,0.132601017289608,0.11678757357074,0.747983239753872,-0.635877658191796,0.0481360539392534,-0.291797611832175,0.413321660273756,0.651552213972672,0.0412479607893513,-0.290048661152982,0.416255973653933,0.434859938530748,0.209138230595381,-0.270484688257326,0.449736444177839
"XM_022462065.1","LOC111120984","XM_022462065.1","salmon","crg:105337940"," protein mago nashi homolog 2",148,"GO:0005634;GO:0032991;GO:0034641",-0.400084816639216,0.251962045159287,0.632139506310331,0.0498850345418442,-0.865402269131877,0.00121674751143572,-0.180212394986158,0.618340556350165,-0.35080768205161,0.320278985539961,0.600786812188904,0.0662378083138584,0.146364925806408,0.686597985185982,-0.454905072758561,0.186512184567798,0.0737526324170388,0.83954082392451,0.871830259348355,0.00100857913063905,-0.334898324337705,0.344193367814495,0.509307861567898,0.132683066431692,-0.373976925549983,0.287058911739176
"XM_022487416.1","LOC111136515","XM_022487416.1","salmon","crg:105319312"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like",269,"GO:0006091;GO:0009058;GO:0016491;GO:0044281;GO:0051186;GO:0055085",0.39998348892444,0.252093407774844,-0.0627201596563209,0.863338099307801,-0.149936895929766,0.679287612731198,0.619347854696841,0.0561885713435151,-0.808185790716101,0.00466520126808253,0.212827949468768,0.554959859812479,0.447979717295585,0.194158574140894,-0.166011148506362,0.646694492015391,-0.173569058712343,0.631550802092127,0.655395853492168,0.0396663641087816,-0.184331118077524,0.610199365203568,0.255491275387423,0.476188016814444,-0.350787790672604,0.320308329856787
"XM_022463503.1","LOC111121991","XM_022463503.1","salmon","crg:105319693"," big defensin-like",112,"GO:0006950",0.399838321200922,0.252281671445174,0.116156415122442,0.749308468602681,-0.325074780154488,0.359398932792365,0.333014828945755,0.347083016983734,-0.542418309887981,0.105251025333616,0.340770996519089,0.335262607478922,0.25209421221643,0.482273658443208,-0.00485265661190973,0.989385063627255,-0.0213344263614654,0.953352178317102,0.652467553580763,0.0408675355889395,-0.0156827590720867,0.965702400817551,0.459772134484754,0.181246154971038,-0.373919047349381,0.287139487647166
"XM_022452824.1","LOC111114496","XM_022452824.1","salmon","crg:105334576"," coatomer subunit epsilon-like",301,"GO:0005198;GO:0016192",-0.399455074724118,0.252779067356412,0.617082321197284,0.0573572225245494,-0.887821401606208,0.000603842658553186,-0.138567826067357,0.70263629975069,-0.263613797222998,0.461774661342027,0.750259950752148,0.0124303201487201,-0.0218572695205107,0.952210058464237,-0.447918330013955,0.194227158301552,0.218351625467637,0.544484611961608,0.884626872489245,0.000672923183717774,0.0208502667387153,0.954409864520112,0.755318563584797,0.0115299983612859,-0.565266675325625,0.088595753461021
"XM_022489994.1","LOC111138151","XM_022489994.1","salmon","crg:105318923"," uncharacterized",284,"GO:0005575",-0.398593530578177,0.253899206775152,0.598145371531228,0.0677570727375441,-0.859347511163025,0.00143984972495071,-0.174976130686113,0.628744844823159,-0.113348308973752,0.755211706623848,0.804788183276141,0.00498272734309195,-0.141080408948166,0.697456140326724,-0.338300418098984,0.339005068278523,0.167299958397923,0.644103665382065,0.798623585108711,0.00559777045280314,0.171610709526113,0.635463161331012,0.797344184591506,0.00573188409459435,-0.646737082591226,0.0432884067227232
"XM_022488585.1","LOC111137221","XM_022488585.1","salmon","crg:105343135"," N-alpha-acetyltransferase 38, NatC auxiliary subunit-like",102,"GO:0005737;GO:0032991",-0.397607900123216,0.255184046632,0.310657602430093,0.382309570175923,-0.65417295519351,0.0401650584628391,0.0251826356569218,0.944947905474856,-0.273305229975302,0.444836221609206,0.741584523837787,0.0140871868426959,-0.112597621196317,0.756791760016312,-0.413710169166797,0.234645251908267,0.0849030478710321,0.815607609009576,0.751998769233973,0.0121154865022407,-0.034177725029774,0.925323498131878,0.536087275849772,0.110191226374735,-0.70643647920761,0.022387711568906
"XM_022485047.1","LOC111135203","XM_022485047.1","salmon","crg:105331012"," actin-related protein 2/3 complex subunit 3-like",176,"GO:0005856;GO:0007010;GO:0032991;GO:0065003",-0.394291814511025,0.25953317135907,0.645152376253141,0.0439744581352931,-0.490644491772854,0.149908893956236,0.299065729445619,0.401232976642147,-0.529595009346189,0.115405974710347,0.0821818943636225,0.821436355455657,0.535572942193775,0.110598844474561,-0.0389098824877206,0.915013377918727,0.0954107189226908,0.793178636131748,0.64996724100087,0.0419123084194257,-0.401248194471262,0.250456552358262,0.322189423583063,0.36392788617476,0.0896697328493844,0.80541706102082
"XM_022462970.1","LOC111121616","XM_022462970.1","salmon","crg:105318950"," probable protein phosphatase CG10417",706,"GO:0005623;GO:0006464;GO:0016791;GO:0032991;GO:0043167",-0.393414907086285,0.260690045589086,0.384887353455974,0.27208780990845,-0.66964543124928,0.0341598533685572,0.0515353548927358,0.887565342683323,-0.343600313816484,0.331002926717905,0.627636681016357,0.0520473130957669,0.0430758223095274,0.905946287346573,-0.311827863714232,0.38042384382335,0.212463115029583,0.55565449435935,0.800080613520231,0.00544777700482403,-0.0266737237478596,0.941692726005606,0.644328934999746,0.0443338015811554,-0.509925889427261,0.132134583758914
"XM_022463253.1","LOC111121822","XM_022463253.1","salmon","crg:105341244"," spermatogenesis-associated protein 6-like",511,"",0.393301990572446,0.260839218700786,-0.00129927199994655,0.99715784729798,-0.14732240714277,0.684636085465893,0.690914476362836,0.0269425640907606,-0.731213933856472,0.0162630705606006,0.229613519358813,0.523374614330339,0.364801299685936,0.29998433784152,0.0132601375514999,0.970998548826086,0.0597017713847478,0.869866869765313,0.637271362729483,0.0474945890529189,0.0579314035288201,0.873699494016467,0.43946310273641,0.203808902501584,-0.364672023621639,0.300168616115352
"XM_022452852.1","LOC111114516","XM_022452852.1","salmon","crg:105322716"," uncharacterized",623,"",0.392968474931324,0.261280098159187,-0.22399204513643,0.533869810420864,0.0383278895283355,0.916280799684683,0.624742439536462,0.0534694878786406,-0.711596104437171,0.0209995866864252,0.16107912050778,0.656640491175931,0.411487866835048,0.237422481553586,-0.160246492871465,0.658324430436588,-0.280426050571772,0.432574068980078,0.499708391681366,0.141382549402771,0.129617814940626,0.721176877114416,0.394072654050955,0.259822036350502,-0.363365230134787,0.302034776780048
"XM_022453542.1","LOC111114988","XM_022453542.1","salmon","crg:105338275"," tyrosine-protein kinase Fer-like",859,"GO:0006464;GO:0016301;GO:0043167",0.391520035112571,0.263199570973861,0.214506193896713,0.551768901640549,-0.363178914938577,0.302301343328514,0.355185426617599,0.313854959271903,-0.668778597323613,0.034479057116306,0.294537622289213,0.408744316801729,0.395172062700948,0.258374744314289,-0.320122517619676,0.367189561918703,-0.103293416370803,0.776441084130686,0.705119332200489,0.0227519424193459,0.0758048624635198,0.83512646477059,0.547177566495957,0.101630952608302,-0.325432456234355,0.358839488767676
"XM_022489696.1","LOC111137963","XM_022489696.1","salmon","crg:105344219"," ribosomal protein 63, mitochondrial-like",109,"GO:0005739;GO:0005840",-0.389982209694811,0.265245956627708,0.47770337958834,0.162611395418557,-0.795654943660508,0.00591244431343107,-0.0671750140564429,0.853715951667661,-0.312266981689987,0.3797174394688,0.796364608823415,0.0058361035351061,-0.0535768652302929,0.883136446864881,-0.536411004008052,0.109935151074552,-0.0686818001478394,0.850465275895717,0.850637961339451,0.00181090771429366,-0.145009759772009,0.689377629658625,0.542857179438298,0.104913849567099,-0.733248392607771,0.0158189528427627
"XM_022486042.1","LOC111135732","XM_022486042.1","salmon","crg:105320707"," serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform-like",445,"GO:0005622;GO:0030234;GO:0032991",-0.388348171687754,0.267429908827874,0.474789388555669,0.165557811816454,-0.751840919249494,0.0121438337829932,-0.0028983670696631,0.993659875295709,-0.309189110488051,0.384682304558064,0.743677621971356,0.0136741141312272,0.0103206319588418,0.97742602216975,-0.372237159434931,0.289486260340967,0.102862613026106,0.777353745784538,0.862665129067591,0.00131423184189256,0.14483949900452,0.689727096947805,0.838994085751596,0.00240919046886652,-0.639174401227592,0.046627948427513
"XM_022489188.1","LOC111137638","XM_022489188.1","salmon","crg:105329551"," nucleolar protein 56-like",541,"",-0.387814738715202,0.268144987145156,0.484545040724074,0.155818176018892,-0.872528495160247,0.000987647747319038,-0.295459414591305,0.407209844760388,-0.124141973720097,0.732585958393282,0.892038865123653,0.000520766953726914,-0.230098548147196,0.522473055363035,-0.584309085680997,0.0760871073049551,0.0926938216986618,0.798965511512909,0.815444326154425,0.00403568611807925,0.0940191770251474,0.796141442962054,0.722751360254131,0.018203700113198,-0.764415054642705,0.0100278499354451
"XM_022481698.1","LOC111133363","XM_022481698.1","salmon","crg:105326250"," ubiquitin-like-conjugating enzyme ATG3",322,"",0.387466060561063,0.268612962728486,0.0503833323372042,0.890065809533384,-0.0235982229671304,0.948407624221055,0.426160348521931,0.219427315332535,-0.519076683866039,0.124176921699007,-0.0215808985600091,0.952813764783637,0.45101895617064,0.190780722926639,0.19811242823308,0.583241429297541,-0.0963954615986233,0.791083404085691,0.400482179619024,0.251447265509132,0.0799804237958136,0.826157711949151,0.427081436887986,0.218324505375964,-0.0225362303510375,0.95072702603132
"XM_022487932.1","LOC111136810","XM_022487932.1","salmon","crg:105333809"," mitochondrial import inner membrane translocase subunit TIM14-like",117,"",-0.386531778042782,0.26986910358078,0.683017646231004,0.0294866230949518,-0.858735578101679,0.0014639373650595,-0.0676012014544868,0.85279631014283,-0.466098729129138,0.174533821025378,0.587597244268976,0.0740504298788539,0.217660996229563,0.545790035198025,-0.637042550978174,0.0475995079603135,-0.0771689821916625,0.83219452005586,0.894102248116304,0.000483325393786481,-0.396684756065917,0.256390689985335,0.416656928995104,0.230991074156027,-0.429551988258765,0.215382239529923
"XM_022487768.1","LOC111136701","XM_022487768.1","salmon","crg:105344219"," ribosomal protein 63, mitochondrial-like",109,"GO:0005739;GO:0005840",-0.385015472713286,0.27191459137321,0.441753485187795,0.201186847215223,-0.773688593955983,0.00864406589089197,-0.146919882138431,0.685460661686625,-0.312046314151676,0.380072344533103,0.734106998681116,0.0156340811753759,0.0182613681197709,0.960066575915322,-0.487372348095282,0.153061818029077,-0.197116187063326,0.585175235319061,0.82878373486253,0.0030410283665555,-0.323006801265397,0.362642026144229,0.432338759655153,0.212090841880038,-0.63817606723877,0.0470812592624509
"XM_022442574.1","LOC111107393","XM_022442574.1","salmon","crg:105320513;crg:105320492;crg:105320852"," xanthine dehydrogenase/oxidase-like",1314,"GO:0016491;GO:0043167",-0.384283749054574,0.272904698623405,0.618797154777765,0.0564711823096402,-0.880473542169086,0.000771154932161016,-0.13347200160552,0.713176015440539,-0.300261008647662,0.399261323638041,0.707388501274189,0.0221269633398297,0.0328260182432947,0.928270410440006,-0.455102059695105,0.186297323048214,0.193980601551732,0.591277162597409,0.887850501560735,0.000603238300708045,-0.0515355553009916,0.887564907773983,0.706942262380286,0.0222489211585643,-0.511514951516411,0.130730759796117
"XM_022432719.1","LOC111100638","XM_022432719.1","salmon","crg:105329009"," selenium-binding protein 1-like",488,"GO:0003674",0.382565432612376,0.275237491409177,-0.457099555884963,0.184126803913403,0.0871318336706625,0.810839567895397,-0.0152470708104221,0.966654785190753,-0.472323395284807,0.16807604495539,0.110046638536913,0.762167123947812,0.283781413929475,0.426850837254341,-0.595377260973744,0.0693734384649144,-0.631034910848342,0.0504098258802598,0.272036535181187,0.44703735487796,-0.148438238160459,0.68235186519292,0.0662184483058572,0.855780637816108,-0.235894550763689,0.511749193768226
"XM_022460750.1","LOC111120087","XM_022460750.1","salmon","crg:105329263"," probable rRNA-processing protein EBP2",294,"",-0.37721844636522,0.282565623879955,0.559271587974239,0.0927898410814173,-0.80953003074873,0.0045436635827751,0.0170389554954645,0.96273810420725,-0.446887009722973,0.195381504506195,0.678700714027701,0.0309443414310145,0.163475716799341,0.651801303774175,-0.412894715083583,0.235662192839337,-0.00159541548779579,0.996510037503634,0.941544281602863,4.75872958631806e-05,-0.182519353103744,0.613775879327657,0.655739921469704,0.0395268094787909,-0.54615313125761,0.102403417056755
"XM_022470517.1","LOC111126110","XM_022470517.1","salmon","crg:105348930"," uncharacterized",182,"",0.376186404810765,0.283992058082074,-0.0431946583459863,0.905687781867977,-0.179557091631137,0.619639331113981,0.305759816912086,0.390251070048864,-0.428375945593592,0.216779976637606,0.212167258588199,0.556218045244694,0.13435038959758,0.711356068289967,0.0483547725108592,0.894470912257433,-0.00360412342378808,0.992116082420764,0.419291005900076,0.227752093342446,-0.349432437275453,0.322311082976406,-0.0504272770011,0.88997041142413,-0.273236615130091,0.444955139233652
"XM_022461869.1","LOC111120863","XM_022461869.1","salmon","crg:105343804"," nucleolar RNA helicase 2-like",780,"GO:0003723;GO:0004386;GO:0005634;GO:0043167",-0.375607321012021,0.284794135335304,0.62601241462843,0.052842313634297,-0.830734380650455,0.00291205185238227,-0.304124766331917,0.392919867267735,-0.189731794374931,0.599582377549494,0.639009095928802,0.0467028058848885,0.0257195025223986,0.943775789982868,-0.618866404554474,0.0564355928283519,-0.012599644660271,0.972442652341204,0.746796827989726,0.0130743604363997,0.00517818992784202,0.988673013253972,0.649670572769813,0.0420374512709532,-0.444834472408029,0.197690777487728
"XM_022474506.1","LOC111128719","XM_022474506.1","salmon","crg:105341751"," uncharacterized",169,"",0.373851207441551,0.287233947363604,-0.31723029653253,0.37177788497695,0.0346931397439068,0.924200034622163,0.367606992964487,0.295999755040214,-0.340850856017273,0.335141990829587,0.281532648068004,0.430682648327028,-0.0558855708686468,0.878131408633686,-0.153163242115251,0.672705199970023,-0.124735679484808,0.731346630356224,0.251275354019353,0.483745616222649,0.0125192594716259,0.972618411742057,0.011325006328701,0.975229725749504,-0.510053581763837,0.13202143483858
"XM_022460097.1","LOC111119682","XM_022460097.1","salmon","crg:105336671"," pumilio homolog 3-like",802,"GO:0003723",-0.373296495430029,0.288006950570734,0.505569999331565,0.136030188685763,-0.773882227931876,0.00861670093572433,0.0193680831292246,0.957648207654867,-0.447893098488048,0.194255352008432,0.679464607398803,0.0306828985221257,0.15593261711041,0.667071004174728,-0.447435893485683,0.194766647174729,-0.0012692243543912,0.997223576197398,0.928330562225532,0.000105794922225995,-0.103721903757117,0.775533573146939,0.706875939644198,0.0222670867139335,-0.560305138863856,0.0920579243924432
"XM_022434571.1","LOC111101916","XM_022434571.1","salmon","crg:105330227"," isocitrate dehydrogenase [NADP] cytoplasmic-like",410,"GO:0006091;GO:0006790;GO:0016491;GO:0034641;GO:0043167;GO:0044281;GO:0051186",-0.373261005654447,0.288056444356596,0.763572583524457,0.0101608234796903,-0.8852177093525,0.000659732358439946,-0.18799478390509,0.602989816869743,-0.357850088585249,0.309978136338402,0.559557679919169,0.0925868725436416,0.232123099032131,0.518716765612227,-0.470203937824033,0.170258583138486,-0.10548443285458,0.771803223460349,0.864811885849137,0.00123731411395385,-0.331690752472959,0.349121747598587,0.524003513668887,0.120018732389708,-0.339714479702211,0.336860425578374
"XM_022430681.1","LOC111099327","XM_022430681.1","salmon","crg:105319542"," adenylate kinase 2, mitochondrial-like",233,"GO:0009058;GO:0016301;GO:0034641;GO:0043167;GO:0044281",-0.371787437080909,0.290115505607016,0.351874061717565,0.318707884216297,-0.740631160176353,0.0142781902899838,-0.197996829623081,0.583465696048677,-0.253589318053456,0.47959111823201,0.781012035614794,0.0076511240614014,-0.0819015284957122,0.822037354864698,-0.552998818035632,0.0973115895887839,0.00051128305030514,0.998881568619827,0.815118523041334,0.00406255608501689,0.021317453304563,0.953389256244377,0.704170802377141,0.0230167523130049,-0.680534330978437,0.0303193187406129
"XM_022477191.1","LOC111130300","XM_022477191.1","salmon","crg:105337862"," 26S proteasome regulatory subunit 6B",418,"GO:0005737;GO:0009056;GO:0016887;GO:0043167",-0.371173673404181,0.29097545787397,0.39293826589044,0.261320052216725,-0.776206997206343,0.00829291923076969,-0.501039247350859,0.140156203169913,-0.18981030060454,0.599428538834136,0.706090363985978,0.0224830309415224,-0.0219871431565315,0.951926369288775,-0.822531131245625,0.00348216999096596,-0.334932538100597,0.344140990795446,0.728259260556424,0.0169234087039215,-0.236989874969126,0.509732974110486,0.463534036139232,0.177236792965457,-0.554852268514769,0.0959612526566927
"XM_022457755.1","LOC111118349","XM_022457755.1","salmon","crg:105319692"," big defensin-like",111,"GO:0006950",0.370842327274456,0.291440278392435,0.177311089165186,0.624097955861442,-0.121398457356852,0.738320089174081,0.688351050999972,0.0277512444357998,-0.687928823035277,0.0278860164660062,-0.012253369747832,0.973199777839518,0.474116764420912,0.166242429134178,0.131093069742923,0.718111490093396,0.0947243907825385,0.794639638875089,0.494087310877416,0.146634423668964,-0.193134127275471,0.592928409779373,0.143802919854734,0.691855856286826,-0.0599119934523803,0.869411925945282
"XM_022479246.1","LOC111131563","XM_022479246.1","salmon","crg:105348570"," troponin T-like",345,"GO:0005737;GO:0005856;GO:0008150;GO:0032991",-0.370821260220954,0.291469845216034,0.686118695211354,0.0284688663953851,-0.821459769703228,0.0035621206603329,-0.0495569005174622,0.891860120177859,-0.371775325335446,0.290132462329786,0.507768937462713,0.134054905862393,0.20704863620256,0.566003033618013,-0.363983175215015,0.301151557811872,0.226983119669373,0.528274986886999,0.840350079239121,0.00233307723603061,-0.167368365247288,0.643966246795556,0.603996498090352,0.0644219358791919,-0.272101391545014,0.446924712103851
"XM_022433323.1","LOC111101057","XM_022433323.1","salmon","crg:105322267"," nuclear migration protein nudC-like",336,"",-0.370701613928306,0.291637794800325,0.606782645585541,0.0628724026275062,-0.856756513054379,0.00154384283692294,0.000169121202800251,0.999630047379456,-0.367923644121473,0.29555183670009,0.776328527309168,0.00827623358773918,0.0282132231637711,0.938332676280231,-0.473919806282988,0.166443219349223,0.0517996783405523,0.886991753431627,0.92841072380114,0.000105332797592664,-0.0367229409670808,0.919776811919672,0.710986956261481,0.0211602888925589,-0.674010878310254,0.0325827350086997
"XM_022486297.1","LOC111135868","XM_022486297.1","salmon","crg:105344975"," ribonuclease P protein subunit p29-like",229,"GO:0003723;GO:0004518;GO:0006399;GO:0032991",-0.370609945573995,0.291766506328159,0.559437651056572,0.092671992733628,-0.484495032954714,0.155867196673034,0.375107257758156,0.285487744180356,-0.540972040567036,0.106367004984605,0.158286024628645,0.6622948144053,0.42666618857844,0.218821284563418,-0.179699002474307,0.619357991218118,0.167353383629305,0.643996341676089,0.63741847957284,0.0474272119568145,-0.36420476951811,0.300835171020024,0.230605633170201,0.521531180212318,-0.0420651704579689,0.908145089929582
"XM_022482332.1","LOC111133712","XM_022482332.1","salmon","crg:105343458"," mitochondrial fission 1 protein-like",150,"GO:0003674;GO:0007005",-0.370362508083764,0.292114085141581,0.532428051911816,0.113111814545884,-0.58066593505593,0.0783856722357877,-0.1158316692542,0.749990560497903,-0.289211190997284,0.417664505362089,0.274350122672501,0.443027087387139,0.299045371200082,0.401266598552179,-0.126110765818749,0.728478365355457,-0.0227582815195736,0.950242036123636,0.620907700463141,0.0553931618298545,-0.365700093598869,0.298704803152272,0.37821140932734,0.281196863862938,-0.0518457423142422,0.886891798151874
"XM_022472319.1","LOC111127230","XM_022472319.1","salmon","crg:105328280"," T-complex protein 1 subunit alpha-like",556,"GO:0006457;GO:0043167;GO:0051082",-0.365488101849054,0.299006335255357,0.54328525186312,0.104585626729499,-0.881487893993805,0.00074625786991149,-0.113784752195837,0.754293452812577,-0.279337586886991,0.434438227545514,0.834696380282383,0.00266227031409804,-0.0552602028074952,0.879486765736411,-0.41467330001715,0.233447340491771,0.1003052546752,0.782776554321707,0.921851490761866,0.000148367917043476,-0.0133189485747074,0.970869967863807,0.745462461981493,0.0133286275625422,-0.695358830629761,0.0255789893216794
"XM_022481632.1","LOC111133333","XM_022481632.1","salmon","crg:105321841"," neuferricin-like",278,"",-0.364997513481026,0.299704757205791,0.567881285612319,0.0868053386308531,-0.606520208936624,0.0630173032627848,-0.0987232808279321,0.786135323922521,-0.198957953925774,0.581602045844104,0.322386700231151,0.363617331995455,0.0397918457638365,0.913093032236196,-0.426599104738707,0.218901600426801,0.318187669549424,0.370255948017935,0.511242949852411,0.130970398107902,-0.206097976225052,0.567827579334922,0.252357808715108,0.481800238097367,-0.149227614750626,0.680737330767125
"XM_022454612.1","LOC111115771","XM_022454612.1","salmon","crg:105346968"," electron transfer flavoprotein subunit alpha, mitochondrial-like",335,"GO:0016491;GO:0043167",0.362685550441477,0.303007816425724,0.237718566034464,0.508393475691407,-0.267274918528703,0.455342390131834,0.476486770871768,0.163837683675194,-0.911574118465895,0.000240132332590368,-0.00388805797484199,0.991495001750825,0.759519404942627,0.010817964888282,-0.316582574100549,0.372809321042722,-0.303253024329719,0.394346354346303,0.6999028522578,0.024234544782969,-0.429251515680778,0.21573886071222,0.193300052796041,0.592604600184791,0.00565134412952906,0.987638079532888
"XM_022469359.1","LOC111125475","XM_022469359.1","salmon","crg:105338585"," glucosamine-6-phosphate isomerase 2-like",280,"GO:0005975;GO:0016853",-0.362171006016859,0.303745549089162,0.64475684271405,0.0441468214441061,-0.75301911457896,0.0119333673523264,0.0941508778148538,0.795860930618945,-0.232661267292026,0.517720142194937,0.502760828659227,0.138579505737763,0.0272922332189042,0.940342689773676,0.0391133477442604,0.914570326694552,0.462213355607152,0.178638301076883,0.721062090767651,0.0186094416719568,-0.24317997730092,0.498401353667651,0.399894097455595,0.252209327657555,-0.298946211765159,0.401430380945148
"XM_022470354.1","LOC111126003","XM_022470354.1","salmon","crg:105338434"," leucine--tRNA ligase, cytoplasmic-like",1174,"GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167",-0.361214259164788,0.305119818540713,0.52543123807132,0.118830185107489,-0.859859997738876,0.00141989896660525,-0.145387459774774,0.688602573572171,-0.213194826748039,0.554261677496739,0.824819511951678,0.00331572475942156,-0.126829677210328,0.726980007103073,-0.429073993348541,0.215949715288033,0.228243822013052,0.525924003889128,0.866034586529366,0.00119499684099131,0.116592606648613,0.74839254403592,0.794166970540217,0.00607481329981674,-0.677663048726411,0.0313019059649659
"XM_022437531.1","LOC111103910","XM_022437531.1","salmon","crg:105347084"," histone deacetylase complex subunit SAP18-like",153,"",-0.360790057797434,0.305730190722592,0.760824332791993,0.0106032302432294,-0.803286601715701,0.00512785747653814,-0.0672640553552076,0.853523802205959,-0.201045561925345,0.577561785525357,0.52783357796931,0.116846914492102,0.0615895712941395,0.865782708006354,-0.119200852049699,0.742921639220545,0.246328757039401,0.492678598916013,0.73920044821266,0.0145682108209259,-0.127858652479453,0.724836862651513,0.568420166246581,0.0864392378353728,-0.321730895261483,0.364650215011808
"XM_022463128.1","LOC111121733","XM_022463128.1","salmon","crg:105326419"," LIM and SH3 domain protein 1-like",424,"GO:0003674",-0.358549431575497,0.308964857818354,0.355307864405463,0.313676269625547,-0.470533827526371,0.169917770091524,-0.113158309868334,0.75561154118166,-0.224236624846818,0.533411428354314,0.372360078730007,0.289314400956022,0.192424739552624,0.594313534127535,-0.238985049745239,0.506068904216961,-0.119473807468459,0.742349697864642,0.566905503456129,0.0874707872781318,0.0371181639034005,0.918915792438395,0.631513487989586,0.0501820060285655,-0.238755951362056,0.506489072707156
"XM_022462374.1","LOC111121212","XM_022462374.1","salmon","crg:105325854"," vacuolar protein sorting-associated protein 52 homolog",705,"",-0.358162576952522,0.309525155814771,0.628535498339473,0.0516108182779598,-0.853210081303538,0.00169487305751741,-0.327661160101613,0.355363406096634,-0.14646859376504,0.686385485728923,0.662757364421647,0.0367522517373954,-0.00346367062214903,0.992423311412126,-0.365518303945934,0.298963366613199,0.0424564698003259,0.907293700678177,0.775429265468307,0.0084002627004333,-0.0881981329160897,0.808560404213789,0.654250790991167,0.0401331922042028,-0.438056245686138,0.205429254598056
