"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"1293","XM_022476517.1","GO:0003924;GO:0043167"," ras-related protein Rab-1A","crg:105327489","salmon",0.0151311573428311,0.736479108126815
"1294","XM_022481046.1","GO:0003674;GO:0006790;GO:0034641;GO:0044281;GO:0051186"," acyl-coenzyme A thioesterase 8-like","crg:105345904","salmon",0.015348552779565,0.735447092959221
"1295","XM_022451409.1","GO:0043167"," uncharacterized","crg:105318016","salmon",0.0153543253021889,0.735419828999427
"1296","XM_022484328.1","GO:0008289"," fatty acid-binding protein homolog 5-like","crg:105321122","salmon",0.0154316801698748,0.735055164687596
"1297","XM_022458698.1","GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"," aspartate--tRNA ligase, cytoplasmic-like","crg:105318483","salmon",0.0156920015723967,0.733837239887319
"1298","XM_022467988.1","GO:0005634;GO:0043167"," zinc finger matrin-type protein 5-like","crg:105347110","salmon",0.0158425114420007,0.733139481336928
"1299","XM_022481231.1","GO:0003674"," peptidyl-tRNA hydrolase 2, mitochondrial-like","crg:105332046;crg:105348839","salmon",0.0159569304341188,0.732612120580261
"1300","XM_022445922.1",""," MICOS complex subunit Mic19-like","crg:105329313","salmon",0.0163068329089212,0.731015564760971
"1301","XM_022433729.1",""," ES1 protein homolog, mitochondrial-like","crg:105329008","salmon",0.0166252374770331,0.729583310353566
"1302","XM_022477191.1","GO:0005737;GO:0009056;GO:0016887;GO:0043167"," 26S proteasome regulatory subunit 6B","crg:105337862","salmon",0.0169234087039215,0.728259260556424
"1303","XM_022438159.1","GO:0003674;GO:0005635;GO:0032991"," nucleoporin Nup37-like","crg:105330288","salmon",0.0170150768438406,0.727855462855725
"1304","XM_022451413.1","GO:0043167"," uncharacterized","crg:105328184","salmon",0.0172294352285992,0.726917079825764
"1305","XM_022452870.1","GO:0030234"," uncharacterized","crg:105336430","salmon",0.0173193722198312,0.726525782743866
"1306","XM_022434319.1","GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"," snRNA-activating protein complex subunit 5-like","crg:105341811;crg:105338171","salmon",0.0173493484162833,0.726395676156676
"1307","XM_022459991.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," DNA-binding protein RFX2-like","crg:105334783","salmon",0.0175219981981499,0.725649341666816
"1308","XM_022489155.1",""," ubiquitin-conjugating enzyme E2 variant 1-like","crg:105346610","salmon",0.0176367434737455,0.725156137757588
"1309","XM_022469359.1","GO:0005975;GO:0016853"," glucosamine-6-phosphate isomerase 2-like","crg:105338585","salmon",0.0186094416719568,0.721062090767651
"1310","XM_022454354.1","GO:0005856;GO:0007010;GO:0032991;GO:0065003"," actin-related protein 2/3 complex subunit 2-like","crg:105342876","salmon",0.0189098925655296,0.719827566998459
"1311","XM_022447206.1","GO:0016887;GO:0043167"," ATP-binding cassette sub-family F member 1-like","crg:105320032","salmon",0.0190694055983698,0.719177657603943
"1312","XM_022481852.1","GO:0005622;GO:0008233;GO:0009056;GO:0032991"," proteasome subunit beta type-6-like","crg:105318105","salmon",0.0192251254446688,0.718546823940536
"1313","XM_022457001.1","GO:0003674;GO:0005575;GO:0006810"," Niemann-Pick C1 protein-like","crg:105317346;crg:105338347","salmon",0.0194727723553258,0.717550831808108
"1314","XM_022462889.1","GO:0043167"," cytochrome b-c1 complex subunit 2, mitochondrial-like","crg:105332665","salmon",0.019501675486312,0.717435160875102
"1315","XM_022455940.1","GO:0003674"," glutathione S-transferase A-like","crg:105323777","salmon",0.0197437804033946,0.716470878865779
"1316","XM_022437837.1",""," small acidic protein-like","crg:105317870","salmon",0.0199707161010367,0.715574412478886
"1317","XM_022489057.1",""," PRKR-interacting protein 1 homolog","crg:105344291","salmon",0.0200999566509616,0.715067016577469
"1318","XM_022481460.1",""," uncharacterized","crg:105338658","salmon",0.0202318734836612,0.714551434141852
"1319","XM_022469681.1",""," DNA repair protein SWI5 homolog","crg:105333943","salmon",0.0203219127795579,0.71420085814939
"1320","XM_022477651.1","GO:0005794;GO:0007165"," G kinase-anchoring protein 1-like","crg:105347905","salmon",0.0206280047805964,0.713017027921238
"1321","XM_022476903.1","GO:0006810;GO:0008289;GO:0043167"," sorting nexin-6-like","crg:105342074","salmon",0.021730665359017,0.708850348935474
"1322","XM_022453542.1","GO:0006464;GO:0016301;GO:0043167"," tyrosine-protein kinase Fer-like","crg:105338275","salmon",0.0227519424193459,0.705119332200489
"1323","XM_022442202.1","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167"," mitogen-activated protein kinase 14A-like","crg:105347124","salmon",0.0230886031065096,0.703914734485728
"1324","XM_022462577.1","GO:0005576;GO:0007155;GO:0043167"," uncharacterized","crg:105336477","salmon",0.0231803853649706,0.703588429525563
"1325","XM_022457766.1","GO:0000228;GO:0004386;GO:0005654;GO:0016887;GO:0032991;GO:0043167"," ruvB-like 2","crg:105333220","salmon",0.023460334074253,0.7025986116799
"1326","XM_022485781.1","GO:0003674"," serine/threonine-protein phosphatase 4 catalytic subunit","crg:105322489;crg:105331011","salmon",0.0235519869735207,0.70227631945431
"1327","XM_022454612.1","GO:0016491;GO:0043167"," electron transfer flavoprotein subunit alpha, mitochondrial-like","crg:105346968","salmon",0.024234544782969,0.6999028522578
"1328","XM_022490367.1","GO:0005737;GO:0006790;GO:0016765;GO:0034641;GO:0051186"," glutathione S-transferase omega-1-like","crg:105342120","salmon",0.0245875659056837,0.698693272848368
"1329","XM_022473633.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit J-A-like","crg:105332238","salmon",0.0251695723417461,0.696724877649869
"1330","XM_022435346.1","GO:0003674"," leucine-rich repeat-containing protein 40-like","crg:105343033","salmon",0.0263633754611077,0.692782978239243
"1331","XM_022487719.1","GO:0003674;GO:0009056;GO:0044281"," S-formylglutathione hydrolase-like","crg:105338629","salmon",0.0270342861112582,0.690621103840725
"1332","XM_022483281.1","GO:0003674"," dolichol-phosphate mannosyltransferase subunit 1-like","crg:105345451","salmon",0.0271819622024211,0.690150190103511
"1333","XM_022459994.1","GO:0009058;GO:0016301;GO:0034641;GO:0043167;GO:0044281"," adenylate kinase 2, mitochondrial-like","crg:105319542","salmon",0.0273062748952223,0.689755133171803
"1334","XM_022462427.1","GO:0003674"," STAM-binding protein-like","crg:105323265","salmon",0.0277288808312286,0.688421249550049
"1335","XM_022487038.1","GO:0006520;GO:0043167"," ornithine aminotransferase, mitochondrial-like","crg:105328238","salmon",0.0277461723738496,0.688366968628364
"1336","XM_022446851.1",""," sulfatase-modifying factor 1-like","crg:105346705","salmon",0.0278068666284133,0.688176622472173
"1337","XM_022447388.1","GO:0006810"," AP-3 complex subunit sigma-2-like","crg:105335186","salmon",0.028004746956999,0.687558005688002
"1338","XM_022487282.1",""," vitamin K epoxide reductase complex subunit 1-like protein 1","crg:105338127","salmon",0.0292721721723752,0.683664921150352
"1339","XM_022430734.1","GO:0009058;GO:0016491;GO:0034641;GO:0044281"," GDP-L-fucose synthase-like","crg:105331139","salmon",0.0297597601899806,0.682197871166077
"1340","XM_022472506.1",""," heat shock 70 kDa protein 12A-like","crg:105323907","salmon",0.0299334201931091,0.681679323972692
"1341","XM_022464111.1","GO:0005654;GO:0006464;GO:0016810;GO:0032991;GO:0051276"," probable histone deacetylase 1-B","crg:105337120","salmon",0.0299707406662575,0.681568153219268
"1342","XM_022432354.1",""," uncharacterized","crg:105337795","salmon",0.0301406897777325,0.681063095923896
"1343","XM_022470859.1","GO:0003674"," nuclear factor NF-kappa-B p100 subunit-like","crg:105334369","salmon",0.0303112080177592,0.680558293710211
"1344","XM_022463552.1","GO:0009058;GO:0016779"," translation initiation factor eIF-2B subunit gamma-like","crg:105325610","salmon",0.0304533499110773,0.680138973244335
"1345","XM_022488825.1","GO:0005739;GO:0006605;GO:0007005;GO:0032991;GO:0061024"," mitochondrial import inner membrane translocase subunit Tim22-like","crg:105322488","salmon",0.0306187940700037,0.679652586149333
"1346","XM_022470119.1",""," uncharacterized","crg:105333272","salmon",0.0307376939422026,0.679304138155861
"1347","XM_022490248.1","GO:0005737;GO:0005856;GO:0005929;GO:0007010;GO:0032991;GO:0065003"," coiled-coil domain-containing protein 65-like","crg:105338128","salmon",0.0308647678849274,0.678932748235893
"1348","XM_022473738.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," activating transcription factor 3-like","crg:105337015","salmon",0.0313619915006527,0.677489470993456
"1349","XM_022486651.1",""," uncharacterized","crg:105330591","salmon",0.031418296557614,0.677327019682989
"1350","XM_022487646.1","GO:0005622;GO:0008233;GO:0009056;GO:0032991;GO:0043167"," proteasome subunit beta type-5-like","crg:105337965","salmon",0.031745111068965,0.676387983902783
"1351","XM_022462306.1","GO:0005739;GO:0006091;GO:0016491;GO:0022857;GO:0032991"," cytochrome c oxidase subunit 5B, mitochondrial-like","crg:105318400","salmon",0.0318832807235249,0.675992958013887
"1352","XM_022432411.1","GO:0005575"," tetraspanin-33-like","crg:105326322","salmon",0.0319159413486042,0.675899751695533
"1353","XM_022473031.1","GO:0005575;GO:0022857"," solute carrier family 35 member F6-like","crg:105322684","salmon",0.0324097403631873,0.674498390211472
"1354","XM_022463545.1","GO:0003674;GO:0007165"," SPRY domain-containing SOCS box protein 3-like","crg:105318387","salmon",0.0335884803819766,0.671210872679865
"1355","XM_022487918.1","GO:0005575;GO:0007165;GO:0007267;GO:0022857"," glutamate receptor ionotropic, kainate 2-like","crg:105336425","salmon",0.0343187785750291,0.669213168836394
"1356","XM_022482989.1","GO:0003924;GO:0005575;GO:0007165;GO:0043167"," GTP-binding protein Rheb homolog","crg:105325148","salmon",0.034721307832848,0.66812436078898
"1357","XM_022462721.1","GO:0006412"," 28S ribosomal protein S7, mitochondrial-like","crg:105325785","salmon",0.0350802593432532,0.667160616162904
"1358","XM_022483590.1","GO:0016491;GO:0043167"," short-chain specific acyl-CoA dehydrogenase, mitochondrial-like","crg:105344312","salmon",0.0353436583728695,0.666457658725723
"1359","XM_022458688.1","GO:0006629;GO:0016491"," acyl-CoA desaturase-like","crg:105346129","salmon",0.0362374974118977,0.66409829004203
"1360","XM_022465356.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," uncharacterized","crg:105317316","salmon",0.036576730210635,0.663213160264604
"1361","XM_022481955.1",""," microsomal glutathione S-transferase 3-like","crg:105321515","salmon",0.0368135424859117,0.662598550609248
"1362","XM_022481123.1","GO:0005739;GO:0006091;GO:0032991"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","crg:105318076","salmon",0.0368414468013655,0.662526305390322
"1363","XM_022436299.1","GO:0005856;GO:0008092"," radixin-like","crg:105346280","salmon",0.0371509146194324,0.661727549874617
"1364","XM_022460577.1","GO:0009058;GO:0034641"," cell division cycle and apoptosis regulator protein 1-like","crg:105335754","salmon",0.0376887985567447,0.660349864139277
"1365","XM_022458344.1","GO:0003674;GO:0022618"," ras GTPase-activating protein-binding protein 2-like","crg:105347201","salmon",0.0392870109858233,0.656333053561279
"1366","XM_022487416.1","GO:0006091;GO:0009058;GO:0016491;GO:0044281;GO:0051186;GO:0055085"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like","crg:105319312","salmon",0.0396663641087816,0.655395853492168
"1367","XM_022470790.1","GO:0043167"," uncharacterized","crg:105328184","salmon",0.0396829020436391,0.655355133735065
"1368","XM_022464277.1","GO:0003723;GO:0005634;GO:0006397;GO:0032991;GO:0043167"," splicing factor U2AF 26 kDa subunit-like","crg:105320956","salmon",0.0404153020715957,0.653563155545943
"1369","XM_022487939.1","GO:0003674"," acid sphingomyelinase-like phosphodiesterase 3b","crg:105335868","salmon",0.0407869067959136,0.652662289246419
"1370","XM_022463503.1","GO:0006950"," big defensin-like","crg:105319693","salmon",0.0408675355889395,0.652467553580763
"1371","XM_022469365.1","GO:0005576;GO:0005856;GO:0008092;GO:0008150;GO:0032991"," uncharacterized","crg:105338203;crg:105338204","salmon",0.0409075991696536,0.652370887585927
"1372","XM_022465394.1","GO:0003674;GO:0006629;GO:0009056"," gastric triacylglycerol lipase-like","crg:105320723","salmon",0.04098606835717,0.65218174025152
"1373","XM_022448434.1","GO:0003677;GO:0005575"," ceramide synthase 5-like","crg:105332957","salmon",0.0411764277703903,0.651723894768372
"1374","XM_022449084.1","GO:0008289"," fatty acid-binding protein-like","crg:105342825","salmon",0.0414985049528898,0.650952475560451
"1375","XM_022437936.1",""," small acidic protein-like","crg:105317870","salmon",0.0415425141047712,0.650847380362532
"1376","XM_022485047.1","GO:0005856;GO:0007010;GO:0032991;GO:0065003"," actin-related protein 2/3 complex subunit 3-like","crg:105331012","salmon",0.0419123084194257,0.64996724100087
"1377","XM_022477882.1","GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281"," DNA-directed RNA polymerase II subunit RPB7","crg:105319613;crg:105327115","salmon",0.0420585163891856,0.64962069336666
"1378","XM_022460367.1","GO:0006464;GO:0006520;GO:0008289;GO:0016301;GO:0043167"," serine/threonine-protein kinase Sgk1-like","crg:105331539","salmon",0.0423434353339814,0.648947684818306
"1379","XM_022464240.1","GO:0003674"," tetratricopeptide repeat protein 4-like","crg:105331290","salmon",0.0426205604829411,0.648295995972193
"1380","XM_022443478.1",""," universal stress protein Slr1101-like","crg:105330077","salmon",0.042660420619435,0.648202494823448
"1381","XM_022486803.1",""," uncharacterized","crg:105344118","salmon",0.0439882358511622,0.645120721458969
"1382","XM_022481681.1","GO:0005623;GO:0005929;GO:0022607;GO:0032991"," BBSome-interacting protein 1-like","crg:105341515","salmon",0.0446360658275022,0.643639746179571
"1383","XM_022457260.1","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281"," DNA-directed RNA polymerase III subunit RPC8-like","crg:105334765","salmon",0.0451660445631104,0.642438851762189
"1384","XM_022459358.1","GO:0008233"," CUB and peptidase domain-containing protein 2-like","crg:105342011","salmon",0.0464778105863594,0.639506480882932
"1385","XM_022486297.1","GO:0003723;GO:0004518;GO:0006399;GO:0032991"," ribonuclease P protein subunit p29-like","crg:105344975","salmon",0.0474272119568145,0.63741847957284
"1386","XM_022463253.1",""," spermatogenesis-associated protein 6-like","crg:105341244","salmon",0.0474945890529189,0.637271362729483
"1387","XM_022460121.1","GO:0005730;GO:0043167"," nucleolar GTP-binding protein 2-like","crg:105335696","salmon",0.0491261812793114,0.633750526179714
"1388","XM_022461804.1","GO:0005634;GO:0009058;GO:0034641;GO:0051276"," vacuolar protein sorting-associated protein 72 homolog","crg:105340654","tan",1.02200712176239e-06,0.977868328220161
"1389","XM_022489892.1",""," uncharacterized","crg:105336368","tan",1.00193729095307e-05,0.960633027858425
"1390","XM_022430861.1",""," uncharacterized","crg:105344531","tan",1.77904679334664e-05,0.954471412626455
"1391","XM_022470290.1",""," actin, adductor muscle","crg:105335713","tan",6.0895478309691e-05,0.937754871951639
"1392","XM_022466861.1","GO:0003674;GO:0005856;GO:0032991"," paramyosin-like","crg:105329634","tan",9.67786002840332e-05,0.929943754749275
"1393","XM_022479607.1","GO:0003723;GO:0005634;GO:0032991;GO:0034641"," la-related protein 6-like","crg:105317819","tan",9.70668856026026e-05,0.929890492111338
"1394","XM_022470852.1",""," uncharacterized","crg:105344245","tan",0.000117227684419967,0.926424981056411
"1395","XM_022488898.1",""," uncharacterized","crg:105346062","tan",0.000120088707944748,0.92596972935085
"1396","XM_022463030.1",""," uncharacterized","crg:105341017","tan",0.000127404334425569,0.924840994103343
"1397","XM_022453226.1",""," uncharacterized","crg:105343512","tan",0.000146826747281999,0.922060252447075
"1398","XM_022463380.1",""," uncharacterized","crg:105341017","tan",0.000240027882725865,0.911584006675825
"1399","XM_022461604.1","GO:0005575;GO:0008233"," MAM and LDL-receptor class A domain-containing protein 1-like","crg:105342882","tan",0.000358553834583152,0.901960283994495
"1400","XM_022466455.1","GO:0006464;GO:0016301;GO:0043167"," titin-like","crg:105342763;crg:105344167;crg:105342772;crg:105332629","tan",0.000388167210106312,0.899932685325523
"1401","XM_022474484.1",""," tropomyosin-2-like","crg:105335489","tan",0.000497067519299485,0.893331762562168
"1402","XM_022459982.1",""," uncharacterized","crg:105346061","tan",0.000502853422409959,0.893012023613562
"1403","XM_022468476.1","GO:0003674"," fibronectin type III domain-containing protein 2-like","crg:105318604","tan",0.000560427152934501,0.889968431490583
"1404","XR_002636540.1",""," valine-rich protein-like","crg:105323913","tan",0.000564392673001624,0.889767376097981
"1405","XM_022462750.1",""," uncharacterized","crg:105347051","tan",0.000691769489121388,0.883797223953447
"1406","XM_022482286.1",""," uncharacterized","crg:105344600","tan",0.000773069202751712,0.880396546110054
"1407","XM_022453852.1","GO:0043167"," sarcoplasmic calcium-binding protein-like","crg:105334536","tan",0.000924393153102967,0.874706272150254
"1408","XM_022465719.1","GO:0005198;GO:0005856"," retrograde protein of 51 kDa-like","crg:105331314","tan",0.00105718815419859,0.870248516947787
"1409","XM_022467654.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," myosin heavy chain, striated muscle-like","crg:105338907;crg:105329786","tan",0.00125808551206673,0.864222817441613
"1410","XM_022465127.1",""," uncharacterized","crg:105320276","tan",0.00125887166279553,0.864200661747118
"1411","XM_022488146.1",""," sporozoite surface protein 2-like","crg:105322079","tan",0.00128894404395292,0.863360591706283
"1412","XM_022466969.1",""," titin-like","crg:105342773","tan",0.00142119021455405,0.859826671122668
"1413","XM_022455673.1",""," uncharacterized","crg:105343512","tan",0.00152071731995655,0.857321484185748
"1414","XM_022479274.1",""," gigasin-6-like","crg:105343850","tan",0.00152650090811798,0.857179606414394
"1415","XM_022473611.1",""," proline-rich extensin-like protein EPR1","crg:105337665","tan",0.00168924799220012,0.853337972170105
"1416","XM_022477682.1","GO:0003674"," spectrin beta chain-like","crg:105340614;crg:105323682","tan",0.00181539459083937,0.85054092778492
"1417","XM_022473949.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIF26B","crg:105339571","tan",0.00189307335080433,0.848887907431734
"1418","XM_022456267.1","GO:0005576;GO:0030234"," WAP four-disulfide core domain protein 6B-like","crg:105343560","tan",0.00203831843194918,0.845924280038904
"1419","XM_022471081.1","GO:0005198;GO:0005856"," 70 kDa neurofilament protein-like","crg:105339639","tan",0.00242115905773335,0.83878368282767
"1420","XM_022439873.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein R-like","crg:105325261","tan",0.00248280912879816,0.837711625161765
"1421","XM_022454671.1","GO:0030234"," kielin/chordin-like protein","crg:105333790","tan",0.00256035574472465,0.836390056918261
"1422","XM_022455670.1","GO:0030234"," four-domain proteases inhibitor-like","crg:105326915;crg:105326916","tan",0.00270815652348939,0.833949043546552
"1423","XM_022454011.1","GO:0030234"," kielin/chordin-like protein","crg:105333790","tan",0.00275834233226149,0.833142050807545
"1424","XM_022435291.1",""," vegetative cell wall protein gp1-like","crg:105343188","tan",0.00278001745335159,0.832796780308833
"1425","XM_022483001.1","GO:0005575;GO:0022857"," sulfate anion transporter 1-like","crg:105337100","tan",0.00280609763588432,0.832383899821695
"1426","XM_022448453.1","GO:0030234"," uncharacterized","crg:105330815","tan",0.00283831920191248,0.831877591592966
"1427","XM_022438200.1",""," temptin-like","crg:105347278","tan",0.00315766249381897,0.827070348470844
"1428","XM_022446380.1",""," uncharacterized","crg:105327427","tan",0.00319385598634011,0.826547919514235
"1429","XM_022456076.1","GO:0005576;GO:0030234"," eppin-like","crg:105332521","tan",0.00349318625091545,0.822382468482352
"1430","XM_022454057.1","GO:0043167"," sarcoplasmic calcium-binding protein-like","crg:105334536","tan",0.00379746996102554,0.818402995137277
"1431","XM_022456726.1","GO:0030234"," four-domain proteases inhibitor-like","crg:105326915;crg:105326916","tan",0.00411972910238582,0.814430391611062
"1432","XM_022440447.1",""," uncharacterized","crg:105327427","tan",0.00440209701703025,0.811128609006269
"1433","XM_022486954.1","GO:0043167"," myosin essential light chain, striated adductor muscle-like","crg:105317061","tan",0.00441254760999007,0.811009353603077
"1434","XM_022435640.1",""," uncharacterized","crg:105322213","tan",0.0044670665374335,0.810390473453768
"1435","XM_022440702.1","GO:0030234"," metalloproteinase inhibitor 3-like","crg:105346380","tan",0.00457348559608902,0.809197833777357
"1436","XM_022479323.1",""," beta-lactamase-like protein 3","crg:105343848","tan",0.00471933724479739,0.807595081260032
"1437","XM_022462799.1","GO:0031012;GO:0032991;GO:0043167"," SPARC-like","crg:105347203","tan",0.00475988103646475,0.807155847262846
"1438","XM_022460252.1","GO:0043167"," ATP-dependent RNA helicase dbp2-like","crg:105333818","tan",0.00487996568112711,0.805870388437205
"1439","XM_022470526.1","GO:0003674"," ankyrin repeat domain-containing protein 50-like","crg:105317983","tan",0.00493118419876313,0.805328982439985
"1440","XM_022456073.1","GO:0005576;GO:0030234"," eppin-like","crg:105326911","tan",0.00518094855726,0.802744875560547
"1441","XM_022430854.1",""," EGF-like domain-containing protein 2","crg:105335268","tan",0.00525639692141846,0.801981793794445
"1442","XM_022467759.1","GO:0006464;GO:0006520;GO:0016301;GO:0043167"," serine/threonine-protein kinase SIK3-like","crg:105326815","tan",0.00552859326874771,0.799292066839636
"1443","XM_022472713.1","GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167"," epidermal growth factor receptor-like","crg:105320592","tan",0.00561613002947601,0.798447159681376
"1444","XM_022485339.1","GO:0016791"," alkaline phosphatase, tissue-nonspecific isozyme-like","crg:105330143","tan",0.0057676911528535,0.797006208531906
"1445","XM_022487797.1",""," uncharacterized","crg:105332828","tan",0.00685285473400409,0.787404958203543
"1446","XM_022440906.1",""," inter-alpha-trypsin inhibitor heavy chain H3-like","crg:105321154","tan",0.00699890690513459,0.786197216428781
"1447","XM_022479210.1","GO:0005737;GO:0005856;GO:0008150;GO:0032991"," troponin T-like","crg:105348570","tan",0.0071859527947478,0.784676328425576
"1448","XM_022447314.1",""," uncharacterized","crg:105338950","tan",0.00739577473636717,0.783003297668688
"1449","XM_022462287.1",""," uncharacterized","crg:105335757","tan",0.00764805732580351,0.781035669146795
"1450","XM_022464520.1","GO:0003674"," uncharacterized","crg:105319586","tan",0.00809277681268606,0.777676306147465
"1451","XM_022471570.1","GO:0003674;GO:0005575;GO:0007165;GO:0008283;GO:0040007"," vascular endothelial growth factor C-like","crg:105343926","tan",0.0084648976515466,0.774964352002019
"1452","XM_022462483.1",""," uncharacterized","crg:105342851","tan",0.00851395212571891,0.774613179719226
"1453","XM_022454814.1",""," uncharacterized","crg:105319777","tan",0.00855804559837358,0.77429874074716
"1454","XM_022460008.1","GO:0043167"," ATP-dependent RNA helicase dbp2-like","crg:105333818","tan",0.00864280883973699,0.773697479330848
"1455","XM_022460557.1",""," uncharacterized","crg:105327707","tan",0.00867500738805436,0.773470173455296
"1456","XM_022479225.1",""," putative leucine-rich repeat-containing protein DDB_G0290503","crg:105328490","tan",0.00876006044713106,0.772872593903981
"1457","XM_022488965.1",""," uncharacterized PE-PGRS family protein PE_PGRS46-like","crg:105335606","tan",0.00896276060543545,0.77146477117082
"1458","XM_022450537.1","GO:0030234"," metalloproteinase inhibitor 3-like","crg:105346379","tan",0.00898119027857494,0.77133788988957
"1459","XM_022471844.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," ETS translocation variant 5-like","crg:105320960","tan",0.0102674865977367,0.762902398924513
"1460","XM_022438613.1",""," sushi, nidogen and EGF-like domain-containing protein 1","crg:105336364","tan",0.0115873439789306,0.754988251383388
"1461","XM_022488804.1",""," temptin-like","crg:105347278","tan",0.0120674119003224,0.752267062542176
"1462","XM_022454141.1",""," uncharacterized","crg:105319777","tan",0.0124261206493896,0.750282940204253
"1463","XM_022478156.1","GO:0003677;GO:0005622;GO:0006464;GO:0009058;GO:0032991;GO:0034641;GO:0043167;GO:0051276"," transcriptional adapter 2-beta-like","crg:105343885","tan",0.0124836498758529,0.749968478391108
"1464","XM_022473464.1","GO:0043167"," alpha-actinin-like","crg:105326760","tan",0.0127040537934599,0.748773035115954
"1465","XM_022476338.1","GO:0009058;GO:0034641"," transcriptional repressor p66-beta-like","crg:105326476","tan",0.0130194857767109,0.74708718214384
"1466","XM_022471451.1",""," LIM domain-containing protein WLIM2b-like","crg:105333949","tan",0.0140736123778183,0.741652621410293
"1467","XM_022440898.1","GO:0008233"," tryptase-2-like","crg:105323601","tan",0.0142131221840356,0.740954931686169
"1468","XM_022432623.1",""," lysine-specific demethylase 3A-like","crg:105339941","tan",0.0146111020139433,0.738990551797555
"1469","XM_022442845.1",""," uncharacterized","crg:105343393","tan",0.0146382445731804,0.738857946425565
"1470","XM_022476410.1",""," probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550","crg:105347942","tan",0.0146692824276222,0.738706520620161
"1471","XM_022489431.1","GO:0043167"," serine/arginine-rich splicing factor 7-like","crg:105320117","tan",0.0147524113864037,0.738302053602068
"1472","XM_022475011.1","GO:0008233"," furin-like protease kpc-1","crg:105346909","tan",0.015110026605001,0.736579969359187
"1473","XM_022464459.1",""," uncharacterized","crg:105333699","tan",0.0152858315016844,0.735743790839174
"1474","XM_022478410.1",""," uncharacterized","crg:105334609;crg:105334608","tan",0.0155477283074752,0.734510474494073
"1475","XM_022466350.1","GO:0005575;GO:0022857"," transient receptor potential cation channel subfamily V member 5-like","crg:105340869","tan",0.0165494916453469,0.729922290957239
"1476","XM_022461321.1","GO:0043167"," very low-density lipoprotein receptor-like","crg:105339844","tan",0.0172879406326878,0.726662374265835
"1477","XM_022486739.1",""," protein LSM14 homolog B-B-like","crg:105328630","tan",0.0175940644006311,0.725339322217826
"1478","XM_022481243.1",""," uncharacterized","crg:105333146","tan",0.0178290982781619,0.724334320937329
"1479","XM_022447489.1","GO:0030234"," kunitz-type serine protease inhibitor PILP-3-like","crg:105344913","tan",0.0198797156380839,0.715933042184607
"1480","XM_022470799.1","GO:0003674"," ankycorbin-like","crg:105340791","tan",0.0204968531365117,0.713522769058436
"1481","XM_022482487.1",""," uncharacterized","crg:105344059","tan",0.0205186856955961,0.713438424534535
"1482","XM_022463765.1","GO:0003674;GO:0005694;GO:0030154"," trinucleotide repeat-containing gene 18 protein-like","crg:105325782","tan",0.0208337276066466,0.712228183848021
"1483","XM_022481276.1",""," uncharacterized","crg:105320549","tan",0.0213144979722884,0.710405415025816
"1484","XM_022487060.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," CCAAT/enhancer-binding protein beta-like","crg:105345814","tan",0.022060664982916,0.707631795823022
"1485","XM_022457269.1","GO:0006464;GO:0016301;GO:0043167"," MAP kinase-interacting serine/threonine-protein kinase 1-like","crg:105348083","tan",0.0222951135833875,0.706773686176298
"1486","XM_022471676.1","GO:0003674"," ankyrin repeat and SOCS box protein 3-like","crg:105328300","tan",0.0224622618018327,0.706165692792888
"1487","XM_022436017.1","GO:0006520;GO:0009056;GO:0009058;GO:0016491;GO:0034641;GO:0043167"," phenylalanine-4-hydroxylase-like","crg:105343048","tan",0.0244207713968701,0.699263274995485
"1488","XM_022488270.1","GO:0006464;GO:0016301;GO:0043167"," serine/threonine-protein kinase PRP4 homolog","crg:105331925","tan",0.0293303195458993,0.683489096820071
"1489","XM_022460452.1",""," uncharacterized","crg:105347141","tan",0.0293386336606972,0.683463976277013
"1490","XM_022483947.1",""," collagen alpha-1(XII) chain-like","crg:105327107","tan",0.0296556266517376,0.682509802961171
"1491","XM_022462663.1",""," uncharacterized","crg:105327707","tan",0.0298018693238705,0.682071944629273
"1492","XM_022485373.1","GO:0005198;GO:0031012"," collagen alpha-1(I) chain-like","crg:105325221","tan",0.0308577107979464,0.678953346151627
