"","geneSymbol","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"692","LOC111121171","XM_022462321.1","GO:0003677;GO:0006259;GO:0006950;GO:0009058;GO:0016874;GO:0043167"," DNA ligase 1-like","crg:105325665","brown",0.000244112332383374,0.705586975239358
"693","LOC111107274","XM_022442390.1","GO:0022857"," phosphate carrier protein, mitochondrial-like","crg:105332764","brown",0.000257326334415592,0.70378146804889
"694","LOC111138520","XM_022490536.1","GO:0005975;GO:0009058;GO:0016829;GO:0034641;GO:0044281"," GDP-mannose 4,6 dehydratase-like","crg:105321095","brown",0.000272093594611281,0.701856036948937
"695","LOC111136864","XM_022488005.1","GO:0003674"," leucine-rich repeat transmembrane protein FLRT1-like","crg:105345886","brown",0.000286116696735597,0.700109325749294
"696","LOC111137900","XM_022489602.1","GO:0005198;GO:0005794;GO:0005886;GO:0016192;GO:0031410;GO:0032991;GO:0065003"," clathrin heavy chain 1","crg:105340059","brown",0.000300292715265413,0.698417037707138
"697","LOC111111998","XM_022449232.1","GO:0003729;GO:0006397;GO:0022618"," splicing factor 3B subunit 1-like","crg:105333111","brown",0.00030643670936356,0.697704898753046
"698","LOC111118216","XM_022457556.1","GO:0003674;GO:0006412"," protein Gawky-like","crg:105325598","brown",0.000318539040058502,0.696337398139535
"699","LOC111128977","XM_022474958.1",""," retinitis pigmentosa 1-like 1 protein","crg:105347042","brown",0.000340845137326199,0.693930131207855
"700","LOC111133327","XM_022481594.1","GO:0003674"," CUGBP Elav-like family member 2","crg:105337943","brown",0.000357975666951967,0.692171847476277
"701","LOC111134260","XM_022483150.1","GO:0016491"," spermine oxidase-like","crg:105339316","brown",0.000384894062254228,0.689550007703758
"702","LOC111121313","XM_022462582.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," myelin regulatory factor-like","crg:105324981","brown",0.000386770405412498,0.689373196139193
"703","LOC111114212","XM_022452500.1","GO:0005198;GO:0005794;GO:0016192;GO:0031410;GO:0032991"," coatomer subunit alpha-like","crg:105323219","brown",0.00039213037267131,0.688872148255215
"704","LOC111134426","XM_022483425.1",""," autism susceptibility gene 2 protein-like","crg:105329060","brown",0.000395862638505069,0.688526724220903
"705","LOC111133727","XM_022482347.1","GO:0006457;GO:0006950;GO:0043167;GO:0051082"," dnaJ homolog subfamily A member 2-like","crg:105341296","brown",0.000421804948741551,0.686200238954709
"706","LOC111122437","XM_022464233.1","GO:0003723"," YTH domain-containing protein 1-like","crg:105342945","brown",0.000440067243036546,0.684635180832096
"707","LOC111119982","XM_022460580.1","GO:0005622;GO:0006464;GO:0030234;GO:0032991"," cAMP-dependent protein kinase regulatory subunit-like","crg:105342800","brown",0.000450490465895073,0.683766770342918
"708","LOC111138114","XM_022489931.1","GO:0003723"," activating signal cointegrator 1 complex subunit 1-like","crg:105327503","brown",0.000451187336717468,0.683709328233869
"709","LOC111127659","XM_022472938.1",""," transmembrane protein 232-like","crg:105335872","brown",0.000465781856152861,0.682523491588755
"710","LOC111112478","XM_022449986.1","GO:0030234"," mucin-5AC-like","crg:105342497","brown",0.000466012856235216,0.682504980308214
"711","LOC111129998","XM_022476578.1","GO:0006464;GO:0016874"," ubiquitin-like modifier-activating enzyme 1","crg:109617708","brown",0.00047256767756868,0.681982962807006
"712","LOC111118711","XM_022458297.1",""," uncharacterized","crg:105335085","brown",0.000484072368688979,0.6810815903472
"713","LOC111130412","XM_022477479.1",""," zinc finger protein 474-like","crg:105319262","brown",0.000494379386317191,0.680289537247341
"714","LOC111128605","XM_022474343.1",""," uncharacterized","crg:105318344","brown",0.000496301956834154,0.680143366209515
"715","LOC111106358","XM_022441013.1","GO:0005739;GO:0006605;GO:0007005;GO:0008233;GO:0032991;GO:0043167;GO:0051604"," mitochondrial-processing peptidase subunit beta-like","crg:105348562","brown",0.000513002331288987,0.678893694213644
"716","LOC111106582","XM_022441314.1",""," survival motor neuron protein-like","crg:105331951","brown",0.000515290880853756,0.678725173288927
"717","LOC111120134","XM_022460851.1",""," coiled-coil and C2 domain-containing protein 2A-like","crg:105327578","brown",0.000520326028269518,0.678356650993747
"718","LOC111107857","XM_022443255.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," hepatic leukemia factor-like","crg:105322188","brown",0.000522300649377005,0.678212963199113
"719","LOC111102426","XM_022435131.1","GO:0003674"," CUGBP Elav-like family member 2","crg:105337943","brown",0.000530094756075685,0.677650318297364
"720","LOC111113136","XM_022451144.1","GO:0006464;GO:0006520;GO:0016791"," receptor-type tyrosine-protein phosphatase N2-like","crg:105342881","brown",0.000533966112955723,0.67737348375689
"721","LOC111100668","XM_022432755.1","GO:0006457;GO:0043167;GO:0051082"," stress-70 protein, mitochondrial-like","crg:105347255","brown",0.000553998488385932,0.675967910767948
"722","LOC111134621","XM_022483812.1","GO:0003723"," vigilin-like","crg:105325039","brown",0.000558097049612768,0.675685717802936
"723","LOC111125139","XM_022468642.1","GO:0003674;GO:0005975"," uncharacterized","crg:105340124","brown",0.000575913220376286,0.674479317696433
"724","LOC111138280","XM_022490158.1","GO:0006950;GO:0016491"," probable deferrochelatase/peroxidase YfeX","crg:105329216","brown",0.000579007024850736,0.674273092690447
"725","LOC111137529","XM_022489002.1",""," uncharacterized","crg:105329974","brown",0.00058368594356926,0.673962994928117
"726","LOC111133382","XM_022481737.1","GO:0003674"," methenyltetrahydrofolate synthase domain-containing protein-like","crg:105327778","brown",0.000588691123135733,0.67363362326052
"727","LOC111108305","XM_022444089.1","GO:0016491;GO:0034641;GO:0042592;GO:0043167;GO:0044281"," thioredoxin reductase 1, cytoplasmic-like","crg:105322705","brown",0.000592212925832328,0.673403302128024
"728","LOC111128997","XM_022475011.1","GO:0008233"," furin-like protease kpc-1","crg:105346909","brown",0.000610452994368953,0.672228873703827
"729","LOC111119648","XM_022460050.1","GO:0008289;GO:0043167"," annexin A4-like","crg:105338532","brown",0.000618827576159431,0.671699698672584
"730","LOC111121854","XM_022463317.1","GO:0006397;GO:0043167"," pre-mRNA-splicing factor RBM22-like","crg:105347056","brown",0.000619284504171364,0.671671003029367
"731","LOC111124848","XM_022468067.1","GO:0003674"," Krueppel-like factor 5","crg:105329439","brown",0.000620433621436754,0.671598917107636
"732","LOC111129853","XM_022476340.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein U-like","crg:105321348","brown",0.000627370259698352,0.671166183420929
"733","LOC111127315","XM_022472430.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIF9","crg:105329829","brown",0.00063082153739121,0.670952404137326
"734","LOC111131864","XM_022479607.1","GO:0003723;GO:0005634;GO:0032991;GO:0034641"," la-related protein 6-like","crg:105317819","brown",0.000642863180852126,0.670214279158259
"735","LOC111129250","XM_022475509.1",""," radial spoke head protein 4 homolog A-like","crg:105338883","brown",0.000667446825852468,0.66874338786927
"736","LOC111122636","XM_022464462.1","GO:0005856;GO:0008150;GO:0032991;GO:0043167"," dynein beta chain, flagellar outer arm-like","crg:105319228","brown",0.000669113165044001,0.668645374738043
"737","LOC111104183","XM_022437994.1",""," E3 ubiquitin-protein ligase RBBP6-like","crg:105340483","brown",0.00067023100693819,0.66857974091131
"738","LOC111124684","XM_022467790.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIF28P","crg:105330231","brown",0.00067930414403234,0.66805045198277
"739","LOC111133666","XM_022482226.1",""," uncharacterized","crg:105326232","brown",0.000685030056670271,0.667719531312698
"740","LOC111129971","XM_022476536.1","GO:0005575;GO:0008233;GO:0051604"," presenilin-1-like","crg:105337858","brown",0.000706452757637507,0.666502062799172
"741","LOC111129382","XM_022475743.1","GO:0003674"," double zinc ribbon and ankyrin repeat-containing protein 1-like","crg:105341370","brown",0.000707683925060961,0.666433058848548
"742","LOC111120961","XM_022462025.1","GO:0005575"," transmembrane protein 178B-like","crg:105326970","brown",0.000709395664780642,0.666337290407786
"743","LOC111122436","XM_022464232.1","GO:0003723"," YTH domain-containing protein 1-like","crg:105342344","brown",0.00073217787976507,0.665081132867829
"744","LOC111122880","XM_022464900.1","GO:0005654;GO:0006397;GO:0032991"," pre-mRNA 3'-end-processing factor FIP1-like","crg:105318324","brown",0.000737696212498514,0.664781900169501
"745","LOC111107923","XM_022443353.1",""," uncharacterized","crg:109620572","brown",0.000739339544182,0.664693160022076
"746","LOC111102237","XM_022434973.1","GO:0003723"," poly(rC)-binding protein 3-like","crg:105346945","brown",0.000742192439708223,0.664539502963314
"747","LOC111129828","XM_022476303.1","GO:0003674"," neuronal PAS domain-containing protein 4-like","crg:105340685","brown",0.000754344627259837,0.663890589342695
"748","LOC111111213","XM_022448039.1","GO:0006091;GO:0016746;GO:0044281"," citrate synthase, mitochondrial-like","crg:105335210","brown",0.000756511299875945,0.663775831278552
"749","LOC111109680","XM_022445898.1","GO:0009058;GO:0016757;GO:0034641;GO:0044281;GO:0051186"," nicotinamide phosphoribosyltransferase-like","crg:105342526","brown",0.000776337460357374,0.662738581789465
"750","LOC111127323","XM_022472455.1","GO:0005737;GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016746;GO:0032991;GO:0044281"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like","crg:105345932","brown",0.000782635477928764,0.662413824344613
"751","LOC111107369","XM_022442556.1",""," cysteine and tyrosine-rich protein 1-like","crg:105334882","brown",0.000859917229517863,0.658600444105971
"752","LOC111135859","XM_022486282.1","GO:0003674"," Y-box factor homolog","crg:105318040","brown",0.000870547644060172,0.658099027214916
"753","LOC111121527","XM_022462839.1",""," uncharacterized","crg:105348954","brown",0.000877222327679958,0.657786859339646
"754","LOC111100638","XM_022432719.1","GO:0003674"," selenium-binding protein 1-like","crg:105329009","brown",0.000883183772358204,0.657509758055772
"755","LOC111126186","XM_022470641.1","GO:0043167"," putative ATP-dependent RNA helicase me31b","crg:105320381","brown",0.000911756752917573,0.656203374920163
"756","LOC111135850","XM_022486263.1","GO:0004386;GO:0043167"," ATP-dependent RNA helicase A-like","crg:105336162","brown",0.000918534785326158,0.655898610315475
"757","LOC111101262","XM_022433705.1","GO:0003723"," eukaryotic translation initiation factor 4 gamma 2-like","crg:105317347","brown",0.0009186731229071,0.655892410166379
"758","LOC111125942","XM_022470204.1","GO:0000278;GO:0003674;GO:0051301"," centriolin-like","crg:105328698","brown",0.000924249399738296,0.655643147758983
"759","LOC111125360","XM_022469093.1",""," dachshund homolog 1-like","crg:105340880","brown",0.0009783673294262,0.653288433328915
"760","LOC111134524","XM_022483637.1","GO:0003723"," vigilin-like","crg:105325039","brown",0.000984564752725215,0.653025914571569
"761","LOC111103275","XM_022436413.1",""," outer dense fiber protein 3-B-like","crg:105344573","brown",0.00099911759714367,0.652414959415105
"762","LOC111100547","XM_022432525.1","GO:0043167"," ATP-dependent RNA helicase HAS1-like","crg:105342030","brown",0.00102106755567448,0.651507654174564
"763","LOC111100430","XM_022432321.1","GO:0006464;GO:0006810"," tumor susceptibility gene 101 protein-like","crg:105329131","brown",0.00108113228191469,0.649107193489829
"764","LOC111138518","XM_022490532.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," forkhead box C1-A-like","crg:105318190","brown",0.00109772480531979,0.648464130701683
"765","LOC111130255","XM_022477057.1","GO:0003924;GO:0005622;GO:0007165;GO:0043167"," rho-related GTP-binding protein RhoJ-like","crg:105328483","brown",0.00114091472226062,0.646828250438226
"766","LOC111136911","XM_022488079.1","GO:0003677;GO:0006259;GO:0006950;GO:0016887;GO:0043167"," uncharacterized","crg:105335926","brown",0.00115081768070088,0.646460604672502
"767","LOC111118678","XM_022458248.1","GO:0005856;GO:0007010;GO:0008092"," microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like","crg:105323136","brown",0.00116251329611551,0.646029858067722
"768","LOC111125948","XM_022470234.1",""," FK506-binding protein 15-like","crg:105335721","brown",0.00121155811038142,0.644262756048889
"769","LOC111124154","XM_022467053.1","GO:0016829;GO:0043167;GO:0044281"," sphingosine-1-phosphate lyase-like","crg:105325808","brown",0.00122565131123416,0.643766234640484
"770","LOC111127478","XM_022472668.1",""," transmembrane protein 232-like","crg:105335872","brown",0.00124213776952792,0.64319151993125
"771","LOC111120081","XM_022460744.1","GO:0008233;GO:0043167"," tolloid-like protein 1","crg:105344183","brown",0.00126175212272682,0.642516154968842
"772","LOC111118832","XM_022458480.1","GO:0003674;GO:0005634;GO:0009058;GO:0034641"," zinc finger protein GLIS3-like","crg:105320636","brown",0.00126867780565408,0.642279819760067
"773","LOC111133530","XM_022481998.1","GO:0003674"," putative uncharacterized oxidoreductase YDR541C","crg:105342931","brown",0.00134927458659803,0.639607175535771
"774","LOC111105984","XM_022440503.1",""," uncharacterized","crg:105325964","brown",0.00135648476403413,0.639374746513174
"775","LOC111121184","XM_022462540.1","GO:0005737;GO:0005856;GO:0032991"," trichohyalin-like","crg:105346986","brown",0.0013924844342859,0.638229713016795
"776","LOC111132857","XM_022480756.1","GO:0003677;GO:0009058;GO:0034641"," transcription elongation factor SPT6-like","crg:105338492","brown",0.00143227344743768,0.636993032488207
"777","LOC111135484","XM_022485597.1",""," uncharacterized","crg:105334746","brown",0.00144392793677493,0.636636323763352
"778","LOC111136459","XM_022487320.1","GO:0005634"," IWS1-like protein","crg:105335684","brown",0.00144976856591835,0.636458478002625
"779","LOC111122798","XM_022464732.1",""," protein Flattop homolog","crg:105335332","brown",0.00145041187822035,0.636438926489977
"780","LOC111118086","XM_022457382.1","GO:0034641"," WW domain-binding protein 11-like","crg:105340745","brown",0.00146382158169888,0.636033045613287
"781","LOC111114354","XM_022452645.1",""," serine-rich adhesin for platelets-like","crg:105319410","brown",0.00151502381146142,0.634511730774908
"782","LOC111133045","XM_022481096.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit C-like","crg:105343479","brown",0.00156413533994424,0.63309297210496
"783","LOC111138305","XM_022490185.1","GO:0004386;GO:0043167"," pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16-like","crg:105324894","brown",0.00158225894302346,0.632578940029091
"784","LOC111126780","XM_022471638.1","GO:0003674"," oral-facial-digital syndrome 1 protein-like","crg:105331328","brown",0.00163416382834151,0.631133912349104
"785","LOC111122308","XM_022463982.1","GO:0043167"," uncharacterized","crg:105332998","brown",0.00174889353577172,0.628072941589141
"786","LOC111112580","XM_022450116.1",""," coiled-coil domain-containing protein 173-like","crg:105343541","brown",0.00190550296194095,0.62415810789774
"787","LOC111120474","XM_022461197.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein F-like","crg:105333001","brown",0.00193351240027043,0.623486847472748
"788","LOC111123852","XM_022466489.1","GO:0003677;GO:0005634;GO:0005694;GO:0006259;GO:0006520;GO:0006790;GO:0008168;GO:0043167"," DNA (cytosine-5)-methyltransferase 1-like","crg:105330054","brown",0.00197195981961777,0.622578699560675
"789","LOC111136643","XM_022487644.1","GO:0005654;GO:0032991"," FACT complex subunit SPT16-like","crg:105341072","brown",0.0019750990786932,0.622505211479412
"790","LOC111119625","XM_022459991.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," DNA-binding protein RFX2-like","crg:105334783","brown",0.00220552089487588,0.617362852069262
"791","LOC111120167","XM_022460894.1","GO:0003674"," uncharacterized","crg:105328889","brown",0.00221004425587052,0.61726653446021
"792","LOC111112660","XM_022450356.1",""," uncharacterized","crg:105328864","brown",0.00226268996794303,0.61615759405066
"793","LOC111135830","XM_022486223.1","GO:0003674"," PHD finger protein 12-like","crg:105338390","brown",0.00230971399172285,0.615185326916696
"794","LOC111113172","XM_022451210.1","GO:0003674;GO:0007165"," death domain-containing protein 1-like","crg:105337912","brown",0.00239131635457043,0.613537055372319
"795","LOC111122296","XM_022463964.1",""," uncharacterized","crg:105338051","brown",0.00239694513901539,0.613425118216199
"796","LOC111122970","XM_022465018.1","GO:0005654;GO:0006397;GO:0032991"," pre-mRNA 3'-end-processing factor FIP1-like","crg:105323483","brown",0.00243311680669827,0.612711029365934
"797","LOC111106176","XM_022440733.1","GO:0003674;GO:0006520;GO:0006790"," S-adenosylhomocysteine hydrolase-like protein 1","crg:105326266","brown",0.00249562334802061,0.611497868265054
"798","LOC111126828","XM_022471734.1","GO:0003674;GO:0005856;GO:0008150;GO:0032991"," cytoplasmic dynein 1 intermediate chain 2-like","crg:105324771","brown",0.0025219260565746,0.610995012342963
"799","LOC111126975","XR_002638562.1","GO:0003924;GO:0005737;GO:0005783;GO:0006605;GO:0032991;GO:0043167"," signal recognition particle receptor subunit alpha-like","crg:105325007","brown",0.00252211731779368,0.610991372018252
"800","LOC111117921","XM_022457155.1","GO:0005634;GO:0009058;GO:0034641;GO:0043167"," lethal(3)malignant brain tumor-like protein 3","crg:105327575","brown",0.00252435728200104,0.610948755495787
"801","LOC111104835","XM_022439013.1","GO:0003924;GO:0030234;GO:0043167"," arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1-like","crg:105325897","brown",0.00254277622796367,0.610599527868542
"802","LOC111103804","XM_022437291.1",""," arginine/serine-rich protein PNISR-like","crg:105332501","brown",0.00265055843002456,0.60859763817268
"803","LOC111122689","XM_022464559.1","GO:0005815;GO:0007010;GO:0008092;GO:0032991"," centrosome-associated protein 350-like","crg:105322268","brown",0.00270184400153204,0.607669057700712
"804","LOC111104366","XM_022438277.1","GO:0003674;GO:0005575"," MAM and LDL-receptor class A domain-containing protein 1-like","crg:105320581","brown",0.00271606885853422,0.607414130424304
"805","LOC111104125","XM_022437907.1","GO:0003674"," translation initiation factor IF-2-like","crg:105329294","brown",0.00277364679967986,0.606393602218413
"806","LOC111120567","XM_022461372.1","GO:0003674"," CMT1A duplicated region transcript 1 protein-like","crg:105333578","brown",0.00279816982526071,0.605964353370712
"807","LOC111137745","XM_022489375.1","GO:0043167"," probable ATP-dependent RNA helicase DDX41","crg:105322780","brown",0.00283100634088375,0.605394513820821
"808","LOC111135402","XM_022485433.1","GO:0005634;GO:0009058"," DNA polymerase delta subunit 3-like","crg:105343553","brown",0.00286084753276292,0.604881455369244
"809","LOC111129243","XM_022475504.1","GO:0005730;GO:0032991;GO:0034641;GO:0042254"," U3 small nucleolar ribonucleoprotein protein MPP10-like","crg:105347537","brown",0.00291399890008511,0.603978667448466
"810","LOC111120907","XM_022461943.1","GO:0005856;GO:0008092;GO:0032991;GO:0043167"," myosin heavy chain, striated muscle-like","crg:105329786","brown",0.00299186119485234,0.602680833282529
"811","LOC111110759","XM_022447376.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325540","pink",3.12670508983555e-13,0.966120128243599
"812","LOC111110460","XM_022446964.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105339682","pink",9.99557697878773e-10,0.922675227555852
"813","LOC111121686","XM_022463055.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","pink",1.87064607344832e-09,0.917493176296105
"814","LOC111118764","XM_022458377.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","pink",1.90632197887278e-09,0.917331492873818
"815","LOC111118763","XM_022458376.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","pink",2.03530221506201e-09,0.916768640114472
"816","LOC111118765","XM_022458378.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",2.41721678547119e-09,0.915271112640489
"817","LOC111120989","XM_022462069.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",2.62206217192068e-08,0.891359100730482
"818","LOC111121802","XM_022463232.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",3.2860839322047e-08,0.888754577215441
"819","LOC111120093","XM_022460765.1",""," UPF0602 protein C4orf47 homolog","crg:105348987","pink",3.47339667372423e-08,0.888104959759262
"820","LOC111121803","XM_022463233.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",5.95589659592822e-08,0.88157325583629
"821","LOC111124710","XM_022467835.1","GO:0003677;GO:0005634;GO:0005694;GO:0009058;GO:0032991;GO:0034641"," histone H4","crg:105320429","pink",5.99521581656224e-08,0.881491113425513
"822","LOC111121804","XM_022463234.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",7.48403754183334e-08,0.878686586805598
"823","LOC111110463","XM_022446967.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105334326","pink",8.42939495407649e-08,0.877153730412397
"824","LOC111121687","XM_022463056.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",1.0836904192763e-07,0.873848446706716
"825","LOC111121685","XM_022463053.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105320409","pink",1.16163095518154e-07,0.872918161315843
"826","LOC111121685","XM_022463052.1","GO:0003677;GO:0005694;GO:0032991"," histone H2B","crg:105340127","pink",1.56201151096975e-07,0.868868842156889
"827","LOC111138274","XM_022490151.1","GO:0003674"," zinc finger MYND domain-containing protein 12-like","crg:105333266","pink",2.59623366137782e-07,0.861598345182863
"828","LOC111102685","XM_022435532.1",""," dynein light chain Tctex-type 1","crg:105318758","pink",2.64992661603355e-07,0.861296561437091
"829","LOC111129311","XM_022475604.1",""," ropporin-1-like protein","crg:105338081","pink",5.26794976709206e-07,0.850746952429496
"830","LOC111118069","XM_022457363.1","GO:0003723;GO:0005730;GO:0032991;GO:0042254"," NHP2-like protein 1","crg:105348815","pink",6.5482894713423e-07,0.847229630153449
"831","LOC111118273","XM_022457647.1",""," peptidyl-prolyl cis-trans isomerase FKBP1A-like","crg:105329704","pink",6.84369356314468e-07,0.846505465886949
"832","LOC111131429","XM_022478947.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325540","pink",9.01328896885169e-07,0.841901595502339
"833","LOC111133739","XM_022482365.1","GO:0005575;GO:0006605"," translocon-associated protein subunit gamma-like","crg:105345701","pink",9.3537452394449e-07,0.841270425965885
"834","LOC111104049","XM_022437759.1",""," cytochrome c oxidase subunit NDUFA4-like","crg:105330603","pink",3.54631317198057e-06,0.816664246360388
"835","LOC111099138","XM_022430522.1",""," uncharacterized protein C20orf85 homolog","crg:105327151","pink",3.81081446636509e-06,0.815222616022263
"836","LOC111114937","XM_022453491.1","GO:0003924;GO:0006913;GO:0043167"," GTP-binding nuclear protein Ran","crg:105319166","pink",5.18241848960998e-06,0.808919672430574
"837","LOC111125552","XM_022469482.1",""," uncharacterized","crg:105348829","pink",1.01638205443421e-05,0.794264902304941
"838","LOC111136039","XM_022486614.1","GO:0005737;GO:0006464;GO:0016791;GO:0032991"," serine/threonine-protein phosphatase alpha-2 isoform-like","crg:105326211","pink",1.09808892445964e-05,0.792504408795972
"839","LOC111115448","XM_022454191.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325532","pink",1.19373796178983e-05,0.790583992999889
"840","LOC111108589","XM_022444574.1",""," UPF0691 protein C9orf116 homolog","crg:105320015","pink",1.21569662042521e-05,0.79016223970686
"841","LOC111113446","XM_022451736.1",""," protein wos2-like","crg:105336957","pink",1.49287202300906e-05,0.785344034641464
"842","LOC111110185","XM_022446579.1",""," ubiquitin-conjugating enzyme E2 N","crg:105320746","pink",2.05461715743836e-05,0.777603721844157
"843","LOC111121174","XM_022462326.1",""," peroxidasin-like","crg:105334102","pink",2.31284479393855e-05,0.774655456765753
"844","LOC111125137","XM_022468640.1","GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"," mothers against decapentaplegic homolog 5-like","crg:105342807","pink",3.26092009341359e-05,0.765848140851582
"845","LOC111122258","XM_022463907.1","GO:0031410"," neurensin-1-like","crg:105336297","pink",3.39908133195279e-05,0.764758210483693
"846","LOC111125548","XM_022469477.1","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S5","crg:105347828","pink",4.30210710750299e-05,0.75845983407801
"847","LOC111126203","XM_022470669.1","GO:0043167;GO:0055085"," calcium uptake protein 3, mitochondrial-like","crg:105341103","pink",4.41866499642052e-05,0.757733157952919
"848","LOC111109850","XM_022446099.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105334326","pink",4.4215730525405e-05,0.75771524252306
"849","LOC111121504","XM_022462809.1","GO:0022857"," solute carrier family 25 member 38-like","crg:105323858","pink",4.50743805393038e-05,0.757190837134897
"850","LOC111124593","XM_022467575.1",""," ubiquitin-fold modifier 1","crg:105336247","pink",4.71731668787865e-05,0.755944804929935
"851","LOC111125074","XM_022468531.1","GO:0016301;GO:0034641;GO:0043167;GO:0044281"," adenylate kinase 8-like","crg:105347819","pink",4.7702901932229e-05,0.755637956773083
"852","LOC111119706","XM_022460135.1",""," ubiquitin-conjugating enzyme E2 2","crg:105321026","pink",4.90121983800245e-05,0.75489210545971
"853","LOC111127768","XM_022473008.1","GO:0006464;GO:0016301;GO:0043167"," calcium/calmodulin-dependent protein kinase type IV-like","crg:105322126","pink",5.00415967665738e-05,0.754317799243572
"854","LOC111099209","XM_022430641.1",""," coiled-coil domain-containing protein 92-like","crg:105325724","pink",5.06814825333294e-05,0.753965972737781
"855","LOC111125017","XM_022468420.1","GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"," mothers against decapentaplegic homolog 5-like","crg:105342807","pink",5.25431948495838e-05,0.752963928358642
"856","LOC111134664","XM_022483915.1",""," MORN repeat-containing protein 3-like","crg:105328657","pink",5.3931565335826e-05,0.752236601042354
"857","LOC111100355","XM_022432122.1","GO:0005840;GO:0006457;GO:0008135"," eukaryotic peptide chain release factor subunit 1","crg:105325000","pink",5.58435591143707e-05,0.751261215011643
"858","LOC111134210","XM_022483061.1","GO:0003677;GO:0009058;GO:0034641"," aristaless-related homeobox protein-like","crg:105325635","pink",5.64077870798409e-05,0.750978939835969
"859","LOC111128699","XM_022474498.1","GO:0003674"," 14-3-3 protein gamma-like","crg:105325342","pink",6.3488001433836e-05,0.747631171058708
"860","LOC111120794","XM_022461768.1","GO:0003674"," splicing factor 3B subunit 6-like protein","crg:105331297","pink",8.63573111526892e-05,0.738676434383331
"861","LOC111129476","XM_022475869.1",""," protein MEMO1-like","crg:105333678","pink",8.66706608038099e-05,0.738568852091383
"862","LOC111110461","XM_022446965.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105342944","pink",8.89936498219313e-05,0.737781675245793
"863","LOC111113293","XM_022451425.1","GO:0005737;GO:0006457;GO:0043167"," 10 kDa heat shock protein, mitochondrial-like","crg:105348624","pink",9.21495655447694e-05,0.736740373523255
"864","LOC111121161","XM_022462310.1",""," microsomal glutathione S-transferase 1-like","crg:105318451","pink",9.8454373722936e-05,0.734749650476367
"865","LOC111126139","XM_022470560.1",""," tumor protein D54-like","crg:105337676","pink",0.000103366842648945,0.733273896791019
"866","LOC111135319","XM_022485269.1",""," probable ubiquitin-conjugating enzyme E2 7","crg:105330159","pink",0.000103850544735348,0.73313190133046
"867","LOC111124711","XM_022467836.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1.0-like","crg:105323414","pink",0.000110440020258349,0.731252560627981
"868","LOC111101703","XM_022434288.1","GO:0003674"," uncharacterized","crg:105322181","pink",0.000116770054820378,0.72953671304559
"869","LOC111137596","XM_022489115.1","GO:0006520;GO:0009058;GO:0043167"," aspartate aminotransferase, mitochondrial-like","crg:105345045","pink",0.000117779019252001,0.72927071258252
"870","LOC111128950","XM_022474926.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105320417","pink",0.000129373536565343,0.7263478958681
